,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type
60,97,c6b917d6fe7d84c46323d60fb1f1e1d0d047a0096c167d15e903269b5a418cd3,SPA 3,Sus receta más famosa es sus pan de plátanos.,[Sus]{su}<na:sp:det:inan> receta más famosa es [sus]{su}<na:sp:det:inan> pan de plátanos.,2,[sus]{su}<na:sp:det:inan>,1,na:sp:det:inan,su,sus,"['su', 'receta', 'más', 'famosa', 'es', 'su', 'pan', 'de', 'plátanos', '.']","[5, 16]",na:sp,"['su', 'receta', 'más', 'famosa', 'es', 'sus', 'pan', 'de', 'plátanos', '.']",number agreement
64,106,9529bc819b457a0e4e74d9acd45c313f53313dbb5230f89921af5ccb38dcf579,SPA 1,Hoy beyonce es conocido como uno de los mas cantar camosos.,Hoy beyonce es [conocido]{conocida}<ga:fm:adj:an> como [uno]{una}<ga:fm:pron:an> de [los]{las}<ga:fm:det:an> mas cantar camosos.,3,[conocido]{conocida}<ga:fm:adj:an>,0,ga:fm:adj:an,conocida,conocido,"['Hoy', 'beyonce', 'es', 'conocida', 'como', 'una', 'de', 'las', 'mas', 'cantar', 'camosos', '.']","[3, 16]",ga:fm,"['Hoy', 'beyonce', 'es', 'conocido', 'como', 'una', 'de', 'las', 'mas', 'cantar', 'camosos', '.']",gender agreement
64,106,9529bc819b457a0e4e74d9acd45c313f53313dbb5230f89921af5ccb38dcf579,SPA 1,Hoy beyonce es conocido como uno de los mas cantar camosos.,Hoy beyonce es [conocido]{conocida}<ga:fm:adj:an> como [uno]{una}<ga:fm:pron:an> de [los]{las}<ga:fm:det:an> mas cantar camosos.,3,[uno]{una}<ga:fm:pron:an>,1,ga:fm:pron:an,una,uno,"['Hoy', 'beyonce', 'es', 'conocida', 'como', 'una', 'de', 'las', 'mas', 'cantar', 'camosos', '.']","[5, 18]",ga:fm,"['Hoy', 'beyonce', 'es', 'conocida', 'como', 'uno', 'de', 'las', 'mas', 'cantar', 'camosos', '.']",gender agreement
64,106,9529bc819b457a0e4e74d9acd45c313f53313dbb5230f89921af5ccb38dcf579,SPA 1,Hoy beyonce es conocido como uno de los mas cantar camosos.,Hoy beyonce es [conocido]{conocida}<ga:fm:adj:an> como [uno]{una}<ga:fm:pron:an> de [los]{las}<ga:fm:det:an> mas cantar camosos.,3,[los]{las}<ga:fm:det:an>,2,ga:fm:det:an,las,los,"['Hoy', 'beyonce', 'es', 'conocida', 'como', 'una', 'de', 'las', 'mas', 'cantar', 'camosos', '.']","[7, 20]",ga:fm,"['Hoy', 'beyonce', 'es', 'conocida', 'como', 'una', 'de', 'los', 'mas', 'cantar', 'camosos', '.']",gender agreement
64,106,d8d906e09ccbff27566b29608bdd3429427efccfe1a403261f95ae1cbb98c459,SPA 1,Beyonce es un buen artista y cantar que estara en musica salon de la fama,Beyonce es [un]{una}<ga:fm:det:an> [buen]{buena}<ga:fm:adj:an> artista y cantar que estara en musica salon de la fama,2,[un]{una}<ga:fm:det:an>,0,ga:fm:det:an,una,un,"['Beyonce', 'es', 'una', 'buena', 'artista', 'y', 'cantar', 'que', 'estara', 'en', 'musica', 'salon', 'de', 'la', 'fama']","[2, 18]",ga:fm,"['Beyonce', 'es', 'un', 'buena', 'artista', 'y', 'cantar', 'que', 'estara', 'en', 'musica', 'salon', 'de', 'la', 'fama']",gender agreement
64,106,d8d906e09ccbff27566b29608bdd3429427efccfe1a403261f95ae1cbb98c459,SPA 1,Beyonce es un buen artista y cantar que estara en musica salon de la fama,Beyonce es [un]{una}<ga:fm:det:an> [buen]{buena}<ga:fm:adj:an> artista y cantar que estara en musica salon de la fama,2,[buen]{buena}<ga:fm:adj:an>,1,ga:fm:adj:an,buena,buen,"['Beyonce', 'es', 'una', 'buena', 'artista', 'y', 'cantar', 'que', 'estara', 'en', 'musica', 'salon', 'de', 'la', 'fama']","[3, 19]",ga:fm,"['Beyonce', 'es', 'una', 'buen', 'artista', 'y', 'cantar', 'que', 'estara', 'en', 'musica', 'salon', 'de', 'la', 'fama']",gender agreement
65,107,f4087528f2aaec7398ec7958212f1a8ea00e981da43a321031ddb7d1aa1eb00e,SPA 2,Todos los películas es increíble.,[Todos]{todas}<ga:fm:det:inan> [los]{las}<ga:fm:det:inan> películas es [increíble]{increíbles}<na:ps:adj:inan>.,3,[Todos]{todas}<ga:fm:det:inan>,0,ga:fm:det:inan,todas,Todos,"['todas', 'las', 'películas', 'es', 'increíbles', '.']","[0, 7]",ga:fm,"['Todos', 'las', 'películas', 'es', 'increíbles', '.']",gender agreement
65,107,f4087528f2aaec7398ec7958212f1a8ea00e981da43a321031ddb7d1aa1eb00e,SPA 2,Todos los películas es increíble.,[Todos]{todas}<ga:fm:det:inan> [los]{las}<ga:fm:det:inan> películas es [increíble]{increíbles}<na:ps:adj:inan>.,3,[los]{las}<ga:fm:det:inan>,1,ga:fm:det:inan,las,los,"['todas', 'las', 'películas', 'es', 'increíbles', '.']","[1, 8]",ga:fm,"['todas', 'los', 'películas', 'es', 'increíbles', '.']",gender agreement
65,107,f4087528f2aaec7398ec7958212f1a8ea00e981da43a321031ddb7d1aa1eb00e,SPA 2,Todos los películas es increíble.,[Todos]{todas}<ga:fm:det:inan> [los]{las}<ga:fm:det:inan> películas es [increíble]{increíbles}<na:ps:adj:inan>.,3,[increíble]{increíbles}<na:ps:adj:inan>,2,na:ps:adj:inan,increíbles,increíble,"['todas', 'las', 'películas', 'es', 'increíbles', '.']","[4, 11]",na:ps,"['todas', 'las', 'películas', 'es', 'increíble', '.']",number agreement
65,107,7f7a69312fb16b2d4353103b7ff3217a99177ea9b512f358a518e907eb90f885,SPA 2,Los películas es larga pero tú no quieras que terminar.,[Los]{las}<ga:fm:det:inan> películas es [larga]{largas}<na:ps:adj:inan> pero tú no quieras que terminar.,2,[Los]{las}<ga:fm:det:inan>,0,ga:fm:det:inan,las,Los,"['las', 'películas', 'es', 'largas', 'pero', 'tú', 'no', 'quieras', 'que', 'terminar', '.']","[0, 12]",ga:fm,"['Los', 'películas', 'es', 'largas', 'pero', 'tú', 'no', 'quieras', 'que', 'terminar', '.']",gender agreement
65,107,7f7a69312fb16b2d4353103b7ff3217a99177ea9b512f358a518e907eb90f885,SPA 2,Los películas es larga pero tú no quieras que terminar.,[Los]{las}<ga:fm:det:inan> películas es [larga]{largas}<na:ps:adj:inan> pero tú no quieras que terminar.,2,[larga]{largas}<na:ps:adj:inan>,1,na:ps:adj:inan,largas,larga,"['las', 'películas', 'es', 'largas', 'pero', 'tú', 'no', 'quieras', 'que', 'terminar', '.']","[3, 15]",na:ps,"['las', 'películas', 'es', 'larga', 'pero', 'tú', 'no', 'quieras', 'que', 'terminar', '.']",number agreement
65,107,b8abce70caac9bee97d1e9737a92bc2cc87aa452c43e00577a34bddba6c7e417,SPA 2,Todos los películas de acción.,[Todos]{todas}<ga:fm:det:inan> [los]{las}<ga:fm:det:inan> películas de acción.,2,[Todos]{todas}<ga:fm:det:inan>,0,ga:fm:det:inan,todas,Todos,"['todas', 'las', 'películas', 'de', 'acción', '.']","[0, 7]",ga:fm,"['Todos', 'las', 'películas', 'de', 'acción', '.']",gender agreement
65,107,b8abce70caac9bee97d1e9737a92bc2cc87aa452c43e00577a34bddba6c7e417,SPA 2,Todos los películas de acción.,[Todos]{todas}<ga:fm:det:inan> [los]{las}<ga:fm:det:inan> películas de acción.,2,[los]{las}<ga:fm:det:inan>,1,ga:fm:det:inan,las,los,"['todas', 'las', 'películas', 'de', 'acción', '.']","[1, 8]",ga:fm,"['todas', 'los', 'películas', 'de', 'acción', '.']",gender agreement
65,107,8bc6415af4e42918de5e4d194a00ebb2a562833c883aea6be91345ff31a7ea48,SPA 2,Paul Walker hizo otro películas pero nunca es famoso es A Todo Gas.,Paul Walker hizo [otro]{otras}<ga:na:fm:ps:det:inan> películas pero nunca es [famoso]{famosa}<ga:fm:adj:inan> es A Todo Gas.,2,[otro]{otras}<ga:na:fm:ps:det:inan>,0,ga:na:fm:ps:det:inan,otras,otro,"['Paul', 'Walker', 'hizo', 'otras', 'películas', 'pero', 'nunca', 'es', 'famosa', 'es', 'A', 'Todo', 'Gas', '.']","[3, 18]",ga:na:fm:ps,"['Paul', 'Walker', 'hizo', 'otro', 'películas', 'pero', 'nunca', 'es', 'famosa', 'es', 'A', 'Todo', 'Gas', '.']",gender and number agreement
65,107,8bc6415af4e42918de5e4d194a00ebb2a562833c883aea6be91345ff31a7ea48,SPA 2,Paul Walker hizo otro películas pero nunca es famoso es A Todo Gas.,Paul Walker hizo [otro]{otras}<ga:na:fm:ps:det:inan> películas pero nunca es [famoso]{famosa}<ga:fm:adj:inan> es A Todo Gas.,2,[famoso]{famosa}<ga:fm:adj:inan>,1,ga:fm:adj:inan,famosa,famoso,"['Paul', 'Walker', 'hizo', 'otras', 'películas', 'pero', 'nunca', 'es', 'famosa', 'es', 'A', 'Todo', 'Gas', '.']","[8, 23]",ga:fm,"['Paul', 'Walker', 'hizo', 'otras', 'películas', 'pero', 'nunca', 'es', 'famoso', 'es', 'A', 'Todo', 'Gas', '.']",gender agreement
65,107,9cea1eddbf762f7e8156ad4358ac97b40a29cc49feab2f0d93acb3628aa350d9,SPA 2,Todas estivaron bueno personas.,[Todas]{todos}<ga:mf:pron:an> estivaron [bueno]{buenas}<ga:na:fm:ps:adj:an> personas.,2,[Todas]{todos}<ga:mf:pron:an>,0,ga:mf:pron:an,todos,Todas,"['todos', 'estivaron', 'buenas', 'personas', '.']","[0, 6]",ga:mf,"['Todas', 'estivaron', 'buenas', 'personas', '.']",gender agreement
65,107,9cea1eddbf762f7e8156ad4358ac97b40a29cc49feab2f0d93acb3628aa350d9,SPA 2,Todas estivaron bueno personas.,[Todas]{todos}<ga:mf:pron:an> estivaron [bueno]{buenas}<ga:na:fm:ps:adj:an> personas.,2,[bueno]{buenas}<ga:na:fm:ps:adj:an>,1,ga:na:fm:ps:adj:an,buenas,bueno,"['todos', 'estivaron', 'buenas', 'personas', '.']","[2, 8]",ga:na:fm:ps,"['todos', 'estivaron', 'bueno', 'personas', '.']",gender and number agreement
67,110,bb84cd896bc9fbf0af8b811dad07223cd6076b76a1c4534f8460e45285e3ce1d,SPA 2,Bush promovió los ideas conservados en el tiempo de presidente.,Bush promovió [los]{las}<ga:fm:det:inan> ideas [conservados]{conservadas}<ga:fm:adj:inan> en el tiempo de presidente.,2,[los]{las}<ga:fm:det:inan>,0,ga:fm:det:inan,las,los,"['Bush', 'promovió', 'las', 'ideas', 'conservadas', 'en', 'el', 'tiempo', 'de', 'presidente', '.']","[2, 14]",ga:fm,"['Bush', 'promovió', 'los', 'ideas', 'conservadas', 'en', 'el', 'tiempo', 'de', 'presidente', '.']",gender agreement
67,110,bb84cd896bc9fbf0af8b811dad07223cd6076b76a1c4534f8460e45285e3ce1d,SPA 2,Bush promovió los ideas conservados en el tiempo de presidente.,Bush promovió [los]{las}<ga:fm:det:inan> ideas [conservados]{conservadas}<ga:fm:adj:inan> en el tiempo de presidente.,2,[conservados]{conservadas}<ga:fm:adj:inan>,1,ga:fm:adj:inan,conservadas,conservados,"['Bush', 'promovió', 'las', 'ideas', 'conservadas', 'en', 'el', 'tiempo', 'de', 'presidente', '.']","[4, 16]",ga:fm,"['Bush', 'promovió', 'las', 'ideas', 'conservados', 'en', 'el', 'tiempo', 'de', 'presidente', '.']",gender agreement
69,112,7da8fc8d0b4fedb64e0f69b8601ddacaa387f12417e86c8da5e88f7ab161ae7c,SPA 3,"Por la día de la muerta, ""Halloween,"" en los años pasado yo viste un costume de Hermione.","Por [la]{el}<ga:mf:det:aty:inan> día de la [muerta]{muerte}<ig:f:noun:inan>, ""Halloween,"" en los años [pasado]{pasados}<na:ps:adj:inan> yo viste un costume de Hermione.",3,[la]{el}<ga:mf:det:aty:inan>,0,ga:mf:det:aty:inan,el,la,"['Por', 'el', 'día', 'de', 'la', 'muerte', ',', '""', 'Halloween', ',', '""', 'en', 'los', 'años', 'pasados', 'yo', 'viste', 'un', 'costume', 'de', 'Hermione', '.']","[1, 24]",ga:mf:det:aty,"['Por', 'la', 'día', 'de', 'la', 'muerte', ',', '""', 'Halloween', ',', '""', 'en', 'los', 'años', 'pasados', 'yo', 'viste', 'un', 'costume', 'de', 'Hermione', '.']",gender agreement
69,112,7da8fc8d0b4fedb64e0f69b8601ddacaa387f12417e86c8da5e88f7ab161ae7c,SPA 3,"Por la día de la muerta, ""Halloween,"" en los años pasado yo viste un costume de Hermione.","Por [la]{el}<ga:mf:det:aty:inan> día de la [muerta]{muerte}<ig:f:noun:inan>, ""Halloween,"" en los años [pasado]{pasados}<na:ps:adj:inan> yo viste un costume de Hermione.",3,[muerta]{muerte}<ig:f:noun:inan>,1,ig:f:noun:inan,muerte,muerta,"['Por', 'el', 'día', 'de', 'la', 'muerte', ',', '""', 'Halloween', ',', '""', 'en', 'los', 'años', 'pasados', 'yo', 'viste', 'un', 'costume', 'de', 'Hermione', '.']","[5, 28]",ig:f,"['Por', 'el', 'día', 'de', 'la', 'muerta', ',', '""', 'Halloween', ',', '""', 'en', 'los', 'años', 'pasados', 'yo', 'viste', 'un', 'costume', 'de', 'Hermione', '.']",gender agreement
69,112,7da8fc8d0b4fedb64e0f69b8601ddacaa387f12417e86c8da5e88f7ab161ae7c,SPA 3,"Por la día de la muerta, ""Halloween,"" en los años pasado yo viste un costume de Hermione.","Por [la]{el}<ga:mf:det:aty:inan> día de la [muerta]{muerte}<ig:f:noun:inan>, ""Halloween,"" en los años [pasado]{pasados}<na:ps:adj:inan> yo viste un costume de Hermione.",3,[pasado]{pasados}<na:ps:adj:inan>,2,na:ps:adj:inan,pasados,pasado,"['Por', 'el', 'día', 'de', 'la', 'muerte', ',', '""', 'Halloween', ',', '""', 'en', 'los', 'años', 'pasados', 'yo', 'viste', 'un', 'costume', 'de', 'Hermione', '.']","[14, 37]",na:ps,"['Por', 'el', 'día', 'de', 'la', 'muerte', ',', '""', 'Halloween', ',', '""', 'en', 'los', 'años', 'pasado', 'yo', 'viste', 'un', 'costume', 'de', 'Hermione', '.']",number agreement
69,112,6c936d4dc38c9c8fec0a9c6290787ed66ad7c12a3ab8262361e8d08e2897affc,SPA 3,Ella es la bella y es un inventor en la pelicula.,Ella es la bella y es [un]{una}<ga:fm:det:an> [inventor]{inventora}<ga:fm:noun:an> en la pelicula.,2,[un]{una}<ga:fm:det:an>,0,ga:fm:det:an,una,un,"['Ella', 'es', 'la', 'bella', 'y', 'es', 'una', 'inventora', 'en', 'la', 'pelicula', '.']","[6, 19]",ga:fm,"['Ella', 'es', 'la', 'bella', 'y', 'es', 'un', 'inventora', 'en', 'la', 'pelicula', '.']",gender agreement
69,112,6c936d4dc38c9c8fec0a9c6290787ed66ad7c12a3ab8262361e8d08e2897affc,SPA 3,Ella es la bella y es un inventor en la pelicula.,Ella es la bella y es [un]{una}<ga:fm:det:an> [inventor]{inventora}<ga:fm:noun:an> en la pelicula.,2,[inventor]{inventora}<ga:fm:noun:an>,1,ga:fm:noun:an,inventora,inventor,"['Ella', 'es', 'la', 'bella', 'y', 'es', 'una', 'inventora', 'en', 'la', 'pelicula', '.']","[7, 20]",ga:fm,"['Ella', 'es', 'la', 'bella', 'y', 'es', 'una', 'inventor', 'en', 'la', 'pelicula', '.']",gender agreement
71,116,8fad404bd65697453f0d4d164f4a6908f9b3d4390f093ef15bd208cc47ad12ed,SPA 2,"El cancion de ""Believe"" es muy famoso.","[El]{la}<ga:fm:det:inan> cancion de ""Believe"" es muy [famoso]{famosa}<ga:fm:adj:inan>.",2,[El]{la}<ga:fm:det:inan>,0,ga:fm:det:inan,la,El,"['la', 'cancion', 'de', '""', 'Believe', '""', 'es', 'muy', 'famosa', '.']","[0, 11]",ga:fm,"['El', 'cancion', 'de', '""', 'Believe', '""', 'es', 'muy', 'famosa', '.']",gender agreement
71,116,8fad404bd65697453f0d4d164f4a6908f9b3d4390f093ef15bd208cc47ad12ed,SPA 2,"El cancion de ""Believe"" es muy famoso.","[El]{la}<ga:fm:det:inan> cancion de ""Believe"" es muy [famoso]{famosa}<ga:fm:adj:inan>.",2,[famoso]{famosa}<ga:fm:adj:inan>,1,ga:fm:adj:inan,famosa,famoso,"['la', 'cancion', 'de', '""', 'Believe', '""', 'es', 'muy', 'famosa', '.']","[8, 19]",ga:fm,"['la', 'cancion', 'de', '""', 'Believe', '""', 'es', 'muy', 'famoso', '.']",gender agreement
72,117,dfaa9b46e0d935c51a586d837d4fc77f79a78cb3bb82aa43d83e15236dbbdd8b,SPA 1,"En la película se llama Love and Other Drugs, Anne Hathaway tiene pelo larga y rizada.","En la película se llama Love and Other Drugs, Anne Hathaway tiene pelo [larga]{largo}<ga:mf:adj:inan> y [rizada]{rizado}<ga:mf:adj:inan>.",2,[larga]{largo}<ga:mf:adj:inan>,0,ga:mf:adj:inan,largo,larga,"['En', 'la', 'película', 'se', 'llama', 'Love', 'and', 'Other', 'Drugs', ',', 'Anne', 'Hathaway', 'tiene', 'pelo', 'largo', 'y', 'rizado', '.']","[14, 33]",ga:mf,"['En', 'la', 'película', 'se', 'llama', 'Love', 'and', 'Other', 'Drugs', ',', 'Anne', 'Hathaway', 'tiene', 'pelo', 'larga', 'y', 'rizado', '.']",gender agreement
72,117,dfaa9b46e0d935c51a586d837d4fc77f79a78cb3bb82aa43d83e15236dbbdd8b,SPA 1,"En la película se llama Love and Other Drugs, Anne Hathaway tiene pelo larga y rizada.","En la película se llama Love and Other Drugs, Anne Hathaway tiene pelo [larga]{largo}<ga:mf:adj:inan> y [rizada]{rizado}<ga:mf:adj:inan>.",2,[rizada]{rizado}<ga:mf:adj:inan>,1,ga:mf:adj:inan,rizado,rizada,"['En', 'la', 'película', 'se', 'llama', 'Love', 'and', 'Other', 'Drugs', ',', 'Anne', 'Hathaway', 'tiene', 'pelo', 'largo', 'y', 'rizado', '.']","[16, 35]",ga:mf,"['En', 'la', 'película', 'se', 'llama', 'Love', 'and', 'Other', 'Drugs', ',', 'Anne', 'Hathaway', 'tiene', 'pelo', 'largo', 'y', 'rizada', '.']",gender agreement
72,117,a3b2c52ec27de0fa964f9f55ed301bdc3e865694b6631f4e193c0910edbc9322,SPA 1,El nombre del padres de Anne Hathaway se llaman Gerald Hathaway y Kathleen Hathaway.,[El]{los}<na:ps:det:inan> [nombre]{nombres}<na:ps:noun:inan> [del]{de los}<na:ps:det:an> padres de Anne Hathaway se llaman Gerald Hathaway y Kathleen Hathaway.,3,[El]{los}<na:ps:det:inan>,0,na:ps:det:inan,los,El,"['los', 'nombres', 'de los', 'padres', 'de', 'Anne', 'Hathaway', 'se', 'llaman', 'Gerald', 'Hathaway', 'y', 'Kathleen', 'Hathaway', '.']","[0, 16]",na:ps,"['El', 'nombres', 'de los', 'padres', 'de', 'Anne', 'Hathaway', 'se', 'llaman', 'Gerald', 'Hathaway', 'y', 'Kathleen', 'Hathaway', '.']",number agreement
72,117,a3b2c52ec27de0fa964f9f55ed301bdc3e865694b6631f4e193c0910edbc9322,SPA 1,El nombre del padres de Anne Hathaway se llaman Gerald Hathaway y Kathleen Hathaway.,[El]{los}<na:ps:det:inan> [nombre]{nombres}<na:ps:noun:inan> [del]{de los}<na:ps:det:an> padres de Anne Hathaway se llaman Gerald Hathaway y Kathleen Hathaway.,3,[nombre]{nombres}<na:ps:noun:inan>,1,na:ps:noun:inan,nombres,nombre,"['los', 'nombres', 'de los', 'padres', 'de', 'Anne', 'Hathaway', 'se', 'llaman', 'Gerald', 'Hathaway', 'y', 'Kathleen', 'Hathaway', '.']","[1, 17]",na:ps,"['los', 'nombre', 'de los', 'padres', 'de', 'Anne', 'Hathaway', 'se', 'llaman', 'Gerald', 'Hathaway', 'y', 'Kathleen', 'Hathaway', '.']",number agreement
